duration,event,age,credit_amount,rate
18,0,50,17129,0.21539682860987946
51,0,53,585,0.09822073112226214
53,0,30,13904,0.23701465178018255
39,1,45,18503,0.24602208317760904
9,2,33,14049,0.10321683614601092
9,0,28,12060,0.1446004126060601
30,2,59,10858,0.05224455045433854
36,1,55,3730,0.24215195461282374
4,2,29,3493,0.07745917102006744
42,0,29,2968,0.13556119804555222
34,0,24,18724,0.18453462215894545
3,0,36,7843,0.18010964757314757
8,0,31,19324,0.18051150640984676
28,0,53,12438,0.053423656069612836
44,2,38,15191,0.19683663014153235
50,0,63,18813,0.19920116434212048
27,0,45,10500,0.15907295651109254
19,0,60,1561,0.19627335482257963
58,0,25,16557,0.05011933416405943
29,0,63,7379,0.08324289490962439
20,0,35,3499,0.06484864260878585
28,1,38,5514,0.11257600046316325
3,0,47,19837,0.09072110042563263
20,0,40,8713,0.08721564835621456
32,0,34,11749,0.13391427979994042
55,0,28,15945,0.17472538982971444
45,0,39,11796,0.15868326050808382
47,0,41,3591,0.21738254266360546
34,0,26,2156,0.12876060556372554
9,0,55,18731,0.13155074436580283
25,2,28,4419,0.05214248976860425
59,0,24,5500,0.20204208832267873
5,0,35,1293,0.17044967642219894
53,2,35,15177,0.07516065147409996
42,0,34,10379,0.08833020015951763
19,0,61,12969,0.08423042180584135
47,0,47,4104,0.1315059770201397
50,1,29,11181,0.05760119590327837
5,1,43,11249,0.205732773018034
9,0,34,16955,0.11362928515258804
40,0,62,14403,0.2337392031805972
59,0,62,12339,0.10432335442900097
4,0,46,13572,0.12327073284208796
40,0,36,15758,0.234195660906876
10,2,26,4836,0.08369259465162412
40,0,57,11988,0.2191342350371216
38,0,22,18871,0.08029043471849336
8,0,33,14549,0.1490895997027875
41,0,45,16811,0.22479808014823643
54,0,32,1426,0.08195121940402991
52,0,52,16854,0.057489068718028086
4,2,29,13079,0.09787558481510934
17,0,58,4036,0.10242550227848282
16,0,23,17835,0.13141843789466384
28,0,35,17614,0.19875727906307022
11,0,39,13181,0.059587121653117
51,0,64,19249,0.16437552089970633
47,0,52,16453,0.19505303036309624
49,2,64,8698,0.21143711474284654
14,0,43,19823,0.2433151048426817
3,2,62,9765,0.21507263125913018
54,0,38,3546,0.07063967596952002
19,0,22,2762,0.08515523712435982
40,0,29,13937,0.1941146846631609
54,0,37,3255,0.09234818340623129
5,0,51,17996,0.0994022131383645
3,0,30,18624,0.21983441215871968
3,0,32,1060,0.14232168391608807
11,0,49,3782,0.12937114227500313
5,1,22,3886,0.14386446653433288
49,0,59,14260,0.101336679608606
37,1,63,5368,0.0675059921103999
58,1,56,13575,0.24543931349442927
48,0,62,17665,0.10838923858130174
57,2,28,13363,0.15241058501937504
16,0,30,19556,0.06173130646085565
19,0,59,9989,0.07984014898529285
51,0,31,18313,0.07042926968885066
16,0,51,15622,0.060226392804816925
6,0,46,9743,0.18019612787497674
41,0,34,6050,0.05338392393374676
48,0,39,13519,0.1413739567684334
58,0,40,15640,0.1829958158784349
55,1,60,2527,0.12262042034162884
9,0,44,6652,0.08003746087600441
47,0,39,19592,0.09467685680565192
51,1,50,3140,0.0807233217260124
42,0,26,18908,0.10907821720671743
49,0,35,3068,0.12125173993658014
50,0,45,12128,0.12933014747973892
28,0,48,6609,0.0946171546266556
5,0,25,3290,0.09684041780805651
29,2,34,4847,0.17787793099071486
14,0,40,18975,0.0546105012589055
9,0,21,5858,0.13829010314900392
10,1,46,17967,0.23583712663108924
42,0,58,12897,0.20228715483961301
31,0,62,19818,0.11658104797753902
33,0,49,9528,0.15970104017448333
45,0,33,10403,0.24638685532051285
34,0,52,2077,0.19326485556380707
38,0,49,7289,0.16792636350064744
7,0,22,12088,0.16184995350358933
51,0,21,7854,0.22885050478152497
28,0,64,3857,0.08895767407346727
11,1,59,10193,0.16573641466553596
49,0,38,19554,0.12003348747086329
44,2,34,18289,0.14363631595462678
6,0,25,7657,0.05798323320484844
14,0,31,3009,0.20864324983822352
3,0,25,764,0.08685800766093627
18,0,25,13146,0.16254079965796997
8,0,58,13924,0.2346644363115889
43,1,55,18345,0.10149208586228163
32,0,55,11804,0.11554640842009134
58,0,23,5838,0.1312228585611254
45,0,37,992,0.15879615620899246
37,0,48,10741,0.09602243418076872
32,2,45,6110,0.1976868288337964
6,0,34,15992,0.17594078339727764
7,0,38,13063,0.0686458444281981
38,0,52,10537,0.15192414282983596
3,0,58,14977,0.12196048654751873
5,0,63,10785,0.12012500619084687
15,0,52,13137,0.2466173746457731
53,0,33,15449,0.1310954211079723
29,0,60,1872,0.05479629148563201
43,0,48,3711,0.12098614853788842
26,0,54,9854,0.16991479199443832
12,0,37,14440,0.15555617228762753
24,0,45,8646,0.06541690520146755
8,0,43,18320,0.08363703527913331
46,0,53,19578,0.20387309289234712
13,0,24,2487,0.051448126517639775
24,0,44,13439,0.0961065291452903
58,2,29,1673,0.24614364030610392
36,1,28,15776,0.18112791256220112
29,0,55,2205,0.0991056104980309
33,0,44,2486,0.08880243441769814
47,1,36,14840,0.13330415905824106
17,0,50,8228,0.1791135356299321
39,0,21,8128,0.0842087144697729
52,0,61,8900,0.19958905238484043
35,2,35,9557,0.05838631453521717
28,0,26,13588,0.08879924317664456
11,0,50,14702,0.1680550902149197
17,0,58,19093,0.1912373299500693
56,0,63,10700,0.18444279936243696
33,1,54,16970,0.10236270060658975
20,0,58,12202,0.12709952465132318
26,1,34,1828,0.057526107546964994
35,0,54,17087,0.05009412989484257
33,0,21,9064,0.13329668677906858
42,0,61,9299,0.1586708031538644
17,0,56,16827,0.21422500651611948
40,0,50,17559,0.24253320671141454
28,0,62,19915,0.1698291744809266
56,2,43,10702,0.2133106144723827
12,0,35,9151,0.07609537118499952
11,0,44,8336,0.2133328913351636
29,0,23,7073,0.10067848818449861
31,0,62,5590,0.13195113234914868
42,0,43,6706,0.054264927727588376
26,0,21,14741,0.14360872392704876
55,0,47,6302,0.18025922016307722
30,0,43,12627,0.10041140990255111
10,0,64,5256,0.21173457595455514
9,0,54,16259,0.23523892225946946
58,1,33,8704,0.16413583830071923
10,0,22,11160,0.09881158972671591
57,0,40,19457,0.19105458568625527
18,2,57,17403,0.10892122776073782
8,0,52,6994,0.0825583864305208
20,0,58,6105,0.10703821287302913
38,0,57,11179,0.13780204864772105
27,0,44,14744,0.09513738675661874
47,0,56,19374,0.11745292025953419
37,0,57,8169,0.1291242789891624
25,0,25,11809,0.20077138209804252
39,2,27,2721,0.2215289555976167
58,2,31,14746,0.21498017135697078
26,1,62,10802,0.08864418460845758
11,0,58,13144,0.21195091726756277
26,0,23,5010,0.1781070486188261
50,1,61,8873,0.09755960002562646
15,0,22,1703,0.12520101418513557
57,2,54,7434,0.11909939394313898
36,1,44,7582,0.13702937736082454
37,0,49,9394,0.21896881914972893
21,0,53,19562,0.13232142539222452
55,0,59,12529,0.06093271095508315
5,0,51,17934,0.1974664574552631
20,0,44,4410,0.2074050304379586
26,0,45,19606,0.16445620404520345
30,0,63,12280,0.1450255424807985
30,0,55,1057,0.2044207889844682
11,0,48,17334,0.05441604100523878
15,0,47,3480,0.1668398011865858
8,2,34,16200,0.24038766916412974
35,0,58,5084,0.20885898608016884
22,0,52,13706,0.1051043493546622
35,0,26,14866,0.2335368615992232
36,0,56,2823,0.09049284793161097
43,0,64,19573,0.15938717802700253
34,0,52,17795,0.17499887059659075
39,0,59,8424,0.056807380433827985
36,0,55,5348,0.07544868862081866
40,0,60,11879,0.15886897000354316
38,0,46,15935,0.08618054618215898
21,0,36,2224,0.13382971903961072
17,0,41,3475,0.1911602741793959
47,0,62,12769,0.17507276989934462
22,0,51,6097,0.224848766566083
34,2,27,18050,0.2342343970300232
14,0,38,11064,0.23531937852827517
27,0,24,13355,0.12847812360331207
33,0,60,7322,0.07438449259120564
38,1,38,13239,0.18343159088966804
33,0,24,5512,0.23380158292766234
23,0,62,10005,0.203852789445231
57,0,58,941,0.18940471102359113
32,1,63,9274,0.21051922184017452
49,0,36,15432,0.1319629693946015
44,0,42,7711,0.15035241546903477
34,0,43,1636,0.0899761562013737
53,2,54,16493,0.1843085723915776
10,0,57,6148,0.11959576130867555
55,2,44,13072,0.10349249647298304
51,0,44,14499,0.10013530019629364
31,0,25,6342,0.15214235074507437
44,0,29,6237,0.15799484995620794
32,0,49,10598,0.21524821171661784
18,1,40,9575,0.23326632479600334
48,0,27,2756,0.11182986278249807
17,0,25,2103,0.11636493013030969
20,0,49,1392,0.10623826655269103
32,2,60,6652,0.11041101733546983
50,0,31,3157,0.1956973385032244
24,0,44,15266,0.17581968803177173
31,0,32,17417,0.06556687140291553
5,0,56,16022,0.16450720633388155
9,0,50,5515,0.21954517126918133
6,0,36,7009,0.06203964575638257
7,0,41,19280,0.23109451259737823
52,1,44,3102,0.101360220614404
50,0,57,7096,0.11555234797612668
49,0,42,9160,0.1298995979869887
6,0,50,8489,0.07845670503801053
7,0,41,18841,0.06969392270937601
18,0,33,16334,0.09812503844359675
35,0,47,19662,0.051078094321991556
22,0,55,4866,0.16545035252155874
30,0,64,1822,0.07689515293992187
12,0,23,18233,0.06866985734708275
44,0,63,3196,0.16264634925279337
20,0,53,13241,0.16852475521073357
6,0,33,17867,0.18197800710230005
45,0,37,1711,0.15075508583023844
54,2,50,12600,0.2268645996385789
3,0,34,19154,0.07497204948705419
27,0,35,19224,0.20725805863236463
50,2,43,6105,0.13224023902213916
43,2,51,5522,0.23069124045040001
51,0,60,5023,0.09690606968156684
26,0,58,12142,0.23955050966205388
24,0,32,18015,0.22343471297309764
43,0,29,18289,0.08463405167648802
11,0,64,6845,0.13698372352277155
16,0,62,10565,0.09861515165499941
37,0,46,14591,0.07840891104130619
41,0,51,13677,0.12760368659096027
9,0,32,1166,0.1570323587768362
31,0,48,17777,0.13031586753571162
23,1,51,18460,0.11633887635947877
31,0,34,12920,0.11557640232254372
57,0,53,8479,0.0822062975837978
7,0,37,15936,0.09454920818716393
59,0,44,3982,0.15588385145689804
28,0,23,4821,0.08181304986508992
47,0,26,19634,0.2158972196564471
27,1,48,7323,0.1972332070011517
20,2,56,14964,0.24777077346816523
46,0,45,8319,0.1133481887815059
42,0,56,15972,0.0864789872474126
11,0,56,16169,0.06510335721093674
43,0,54,10266,0.1199912976826204
45,0,57,7912,0.23418891459346536
25,0,54,13925,0.16823915522823824
55,2,57,4483,0.24170818289737123
39,0,37,6172,0.23280309505803748
22,1,38,1460,0.12594832813721002
3,0,42,10602,0.1375842674416098
41,0,44,13031,0.10987118406232521
14,0,50,7921,0.198381959848571
46,1,45,15107,0.16387809128414144
32,1,28,8789,0.06268440724021236
29,2,38,4575,0.23373519614983923
12,0,47,583,0.20709744357538012
43,0,22,17111,0.23659267596328776
12,2,25,16311,0.09989174429808761
26,0,62,9270,0.20059843516637937
50,0,58,4749,0.17677120609218355
55,0,46,12029,0.07463629668704182
59,0,26,9734,0.10191411951222269
57,0,32,7364,0.08835248013482755
34,0,54,13349,0.0806758057940386
14,0,53,4962,0.17987725391963177
50,0,30,1171,0.22321102425013323
48,0,23,3723,0.24757396432597106
59,1,61,7177,0.09300562044026171
40,2,52,16638,0.1848456461246482
11,0,49,5644,0.06566181506378597
31,2,59,19244,0.09780706992282535
28,0,39,3090,0.21947547767371905
51,0,25,19971,0.23830390670453877
25,0,22,16361,0.24413170588803523
21,0,64,1830,0.14289366033306142
7,0,47,11061,0.1971622763255793
50,1,53,13774,0.12382569441613174
46,1,37,9397,0.1902004131030533
5,0,25,19637,0.08043821627684733
27,0,56,3083,0.07442338618723572
30,0,56,11015,0.2467622506676847
29,0,55,10524,0.11230540036886474
55,2,43,12392,0.22943369913664707
11,1,51,5714,0.05454599696637668
20,0,34,9993,0.21629449747924756
13,2,32,2968,0.23733724383525784
16,2,22,2902,0.053110397490310504
54,0,28,10773,0.12785237815208553
56,0,40,14825,0.21165420968554283
5,0,42,13794,0.05089580518237083
39,0,40,19151,0.11097298492276025
16,0,40,1607,0.10164514440930145
13,0,30,8954,0.07674437566023343
19,0,50,1596,0.06759420420481532
14,0,40,7527,0.09979434130585219
30,0,44,14902,0.08998915472844521
59,1,46,12098,0.24488065144600218
36,0,42,4531,0.05442046175417392
44,0,45,1857,0.07590318514449448
31,0,42,3495,0.2114289337783984
3,0,37,8737,0.20249848673628074
7,0,43,19261,0.14365057422162447
18,0,50,8107,0.12705523145008896
16,0,59,4009,0.11926971712662132
50,0,25,5677,0.24469642272539288
51,0,28,13849,0.22340219290547908
51,0,26,5919,0.1023522499408331
39,0,21,16392,0.1422267001526044
34,0,57,1247,0.19919047426262654
40,0,30,6911,0.21496339016427984
26,0,33,5442,0.07439655177382361
41,0,34,9529,0.24116263786013387
48,0,58,8229,0.21387177102875182
46,0,47,11306,0.15070983702952107
37,0,25,6914,0.1501232611654495
6,0,58,4411,0.15141868324344288
44,0,64,13059,0.21315714293501054
23,0,52,6272,0.15928976092990635
45,0,42,17585,0.2125097769863291
33,0,64,19280,0.22270740306001846
53,0,22,5007,0.19049553459582697
22,0,21,5834,0.059375131585847285
56,0,55,19077,0.13956903187764572
51,2,29,16340,0.10112864089699124
21,0,23,9227,0.05869536252921879
30,1,24,10935,0.1797185585662922
33,0,40,5226,0.15256662124523662
46,0,50,13091,0.06222197748713592
42,0,40,18783,0.17435989620673253
51,0,39,9416,0.08801095622828133
24,0,27,8969,0.23745118477078103
31,2,34,11971,0.18942582608852698
27,0,62,16514,0.050750322644985316
54,0,34,11031,0.2242815071701198
20,0,36,9119,0.06301369629841697
36,0,60,9897,0.05232049721066226
9,1,23,756,0.12904512120284667
51,0,24,16155,0.0811402510228889
24,0,60,7458,0.21357682397951883
22,0,34,17664,0.23893635890913129
36,0,31,7732,0.20668311739303008
31,0,42,5483,0.12364092932251643
51,0,22,17753,0.1084266353249601
33,0,39,3149,0.11852736007508445
32,0,21,15668,0.06731550296673844
8,0,51,16318,0.23071999004362787
4,0,58,4827,0.09880949992096424
25,2,47,4631,0.10003623249067128
59,0,28,6993,0.19317542478480265
55,0,56,17391,0.173545481139723
38,2,50,7215,0.24176982749386644
38,0,58,2500,0.2462546256939549
25,2,61,8401,0.13345644016555416
13,0,38,2274,0.23418512617631054
3,0,63,10886,0.24102696909693072
22,0,59,4042,0.22122440361036505
21,0,46,5936,0.23650434934155345
13,0,48,731,0.16999856061411414
17,0,40,900,0.07286508119046825
4,2,58,15078,0.2219148962601885
37,0,23,18500,0.11150964953661546
55,0,41,8244,0.23502774212929128
42,0,25,855,0.15384805934831097
28,0,22,18933,0.14794252490801685
26,2,62,8477,0.2162624220880101
20,0,49,7623,0.12765325151109658
11,0,41,15958,0.07124414727289839
37,2,63,14208,0.20674771353352306
35,0,25,14890,0.10812141228905132
3,0,61,13820,0.2191817159309788
26,0,42,869,0.23316280428108765
18,0,27,6831,0.12838254481142403
12,0,33,13698,0.18408261502028256
43,2,42,17906,0.05352109614073097
32,1,56,12840,0.20880381232225625
39,0,59,8258,0.14187321683434495
43,0,26,17905,0.10287191728175181
58,0,39,11251,0.22505614141007635
48,0,38,3068,0.13185871188187703
38,0,43,8264,0.2146826139063152
53,0,45,16999,0.13411283779374544
30,0,64,8989,0.23990111424744703
59,0,32,11244,0.18408030819929377
46,0,42,1566,0.1834391213344379
40,2,33,13333,0.07475383656642798
54,0,29,6548,0.19950283676829322
32,0,38,2317,0.15404775931247194
44,0,22,18992,0.1936712192872007
19,0,55,8478,0.2234925442566707
57,0,41,16713,0.19063417046444225
38,0,40,14169,0.14982728722217709
47,1,43,17663,0.2204114688243936
29,2,43,8938,0.1976325735080639
52,0,61,14400,0.2029509914119736
7,0,46,18780,0.23230359887109847
9,0,55,13238,0.0776233246740496
31,0,57,13410,0.14980573149763232
44,0,23,18022,0.0747831926235564
49,0,56,7407,0.19992551186549884
28,2,56,10988,0.13639863924978413
40,0,49,14735,0.19406726052755108
34,0,24,18361,0.07435125250085828
57,2,21,16046,0.17403956096821077
40,0,21,8596,0.07256627296042416
26,0,51,15853,0.12063110447215067
58,0,45,12153,0.15713698730834336
9,0,37,9391,0.1883209858104628
59,0,44,9697,0.15021633339408508
11,1,40,15303,0.1961479007043831
19,0,34,871,0.0847736610472809
49,0,54,19016,0.17838981914366736
44,0,41,4379,0.12715366067897407
58,2,45,14048,0.08084443689125975
45,0,61,18593,0.22067910746443659
39,0,61,4566,0.24517904970710042
22,0,50,12162,0.09791861254992074
3,0,60,10969,0.0815077940618651
10,0,36,1408,0.20289398573828582
19,0,37,13097,0.24812510832329904
5,0,62,19360,0.1337153308718957
31,0,60,17904,0.20818345363138957
47,0,28,18596,0.07943030921558816
57,0,21,10022,0.09561194881527156
30,0,28,14383,0.07818246084496593
52,0,54,5126,0.1832259094153697
59,0,31,6021,0.16750022361220257
52,0,64,18654,0.18237871102489117
29,0,31,6252,0.083778593267501
21,0,28,14591,0.06624728040562118
58,0,24,17372,0.15679353592121628
16,0,62,12768,0.15596069649246602
26,0,34,1681,0.13431808608553558
7,0,57,19037,0.18659224481543807
48,0,45,5128,0.13375383918468392
40,0,28,19827,0.22129624775293438
7,0,30,3744,0.20553984508692286
15,0,24,7246,0.11715428084479179
34,0,25,14468,0.22884310687899173
33,0,56,1538,0.14840866224962396
48,0,49,7944,0.14288066545856654
18,0,28,18071,0.19419841725843057
55,0,39,18360,0.24125778832436223
28,0,31,11071,0.05666013261824759
49,0,49,16156,0.08504685968215256
16,0,26,15977,0.21105752903208708
5,0,31,19700,0.13835371514926742
6,2,50,8934,0.22173558076707378
24,1,54,6330,0.1202929241988454
57,1,63,17611,0.245104547454005
5,0,63,9761,0.09319217250984593
24,0,52,12183,0.23978217684585723
9,0,32,13366,0.20794613823876706
56,0,57,16121,0.24482084026032458
41,0,49,19507,0.08235352707132412
46,0,63,7693,0.12065436737384667
43,0,54,7220,0.08952020175177866
40,0,56,17652,0.21595182290349796
47,1,44,6873,0.10366285351774274
3,0,56,13172,0.15516000764641874
52,2,33,12721,0.08865154063456376
45,0,24,9052,0.1914816506357418
45,0,30,13472,0.19860353928194258
25,1,45,14549,0.0730251467992426
48,0,49,4184,0.18717670142005477
24,0,42,4144,0.08309657979455183
5,2,42,9362,0.24084302062818802
54,0,29,17290,0.2259847646253088
16,0,57,7858,0.09031315816045532
8,0,31,9632,0.118009686754799
38,0,24,8712,0.16915538423803103
16,2,27,15905,0.21136522064820462
51,0,22,3239,0.2386572421207187
28,0,64,12277,0.13380499905752335
3,0,37,13138,0.1477679358091018
57,0,55,4501,0.0813118671258565
32,2,41,4156,0.11989134619455635
17,0,61,14275,0.24839245048744296
41,0,49,995,0.2374893665837549
33,0,31,4691,0.1327592939201371
4,0,26,10171,0.09466257474946643
46,0,28,563,0.16458995358908093
25,0,46,1252,0.13465645079803684
42,0,22,12792,0.20051751727594747
54,0,56,13488,0.17598149938547913
37,0,33,19113,0.1821542542977666
41,2,61,12090,0.12486354586277937
17,0,26,2724,0.17342838410463496
16,0,60,11551,0.18792022902713773
26,0,59,984,0.17960060642434234
51,0,43,2356,0.18910088019072385
32,0,42,4726,0.22803870305184765
22,0,60,2915,0.10363638716721156
47,0,56,19491,0.08125316994605328
51,0,44,13474,0.05693092707935435
54,1,35,11914,0.19001249489835215
20,0,24,1128,0.11708217842926688
43,0,61,3222,0.15117929579113945
36,0,63,2760,0.06466645604461152
28,0,59,12642,0.23538626155138193
25,0,21,15393,0.16769851709310202
9,0,39,12409,0.07493801602777722
18,0,33,3755,0.1312664653987266
34,0,40,5602,0.11257463838336441
53,0,23,10166,0.2233359166437281
52,0,44,9103,0.22524131205815645
13,0,44,2420,0.20809430837693127
41,0,31,8884,0.1276297264952026
7,0,45,5084,0.23863478885401573
41,0,44,4305,0.10505741913877512
22,0,49,17647,0.182303885763054
28,0,31,2914,0.15469315005458995
43,0,27,15187,0.13753552906289984
27,0,35,1515,0.08769542733157998
49,2,21,4176,0.09798387761263512
33,0,51,17758,0.21435315810456484
59,0,32,4683,0.18374287084263452
39,0,35,1656,0.23623758010041113
19,0,23,9738,0.18625727500507966
47,2,44,5268,0.06215506509910258
26,0,22,12829,0.07325835840066611
33,2,41,11329,0.1947017431562838
10,0,32,11855,0.10018482990901308
9,0,48,1287,0.09973365872392002
35,0,64,6050,0.13126497295936285
13,0,45,1264,0.19904931609860055
59,0,56,18961,0.17776287135685404
51,0,29,2329,0.08885302620820229
42,0,36,16785,0.22925471180557272
44,1,56,17530,0.24444983663746211
36,0,37,13206,0.20839234881920954
6,0,61,16269,0.08861308015092387
25,1,61,18205,0.20874149135228948
31,2,53,18022,0.15432212062582762
55,0,50,6233,0.055711191575094125
15,0,36,15421,0.18350584051238295
31,0,57,6345,0.24538925941831252
22,2,64,3021,0.13631790861326826
10,2,59,6525,0.06266131297305957
8,0,36,18899,0.09612125918978001
23,0,28,3627,0.1616933529718801
7,0,61,11858,0.20821897824942287
6,0,21,3228,0.08710371105620834
22,0,56,9713,0.09387600869301092
14,0,32,18230,0.23446770481882678
34,0,54,19040,0.22634054709687595
4,0,47,17225,0.2331348660902247
20,0,26,16789,0.08515602476464426
28,0,60,11203,0.2365391791718831
57,0,62,1188,0.11798780598482302
39,0,34,13382,0.15337169705080106
53,0,27,9245,0.14128115518971085
22,0,58,5150,0.24556900031369822
28,0,40,14228,0.1025338645338046
26,0,50,945,0.24155607688683767
53,0,57,3486,0.24183046282567155
57,0,49,9110,0.23348945379107394
57,0,41,4066,0.1214444272286399
45,0,52,13556,0.12500672903222643
31,0,24,16085,0.09081331535411943
33,0,43,13757,0.14509936698803566
58,0,47,2991,0.09972627928516953
19,0,50,12283,0.17542487839649218
22,0,30,18792,0.2235381274978933
54,0,55,18544,0.2399333740152726
25,0,35,3680,0.13752177681562833
16,0,46,4581,0.13630775380165322
34,2,52,3927,0.15291559571111768
21,0,22,5640,0.23233025127501306
53,2,62,18188,0.06574203420974703
54,0,43,2052,0.11125381022405507
20,0,21,11397,0.08942372380865538
33,0,47,18760,0.20503923255386125
59,0,32,16589,0.12565330981259365
45,2,59,9365,0.2428618255738853
15,0,28,10935,0.24583988565486464
36,0,21,8332,0.22617097676731562
38,0,52,13511,0.15179312531490877
40,0,23,19720,0.23618639006708186
4,0,29,11865,0.12538388663538003
20,0,37,8841,0.1285631932467094
51,2,59,18095,0.1445856012523115
16,0,56,7029,0.1894303445552416
20,0,47,1741,0.06269598668637757
21,0,42,4569,0.15717360953002701
13,0,50,13247,0.24316891692845077
11,0,34,9077,0.06346343103693848
22,0,59,17915,0.06725999191430543
52,0,51,13870,0.23875983574666182
3,0,46,11697,0.21624078277524278
19,0,43,18324,0.05012789476710682
6,0,48,15013,0.14027101767632427
35,0,46,4229,0.11190313431417978
17,2,51,14327,0.08351240821333303
48,0,39,14000,0.06045377400705938
36,0,34,18764,0.09998182264822886
47,0,52,629,0.1805468660955326
39,0,34,3661,0.11077968030165744
27,2,21,16117,0.11152645125400054
52,0,24,19266,0.10250206636630116
30,0,21,5962,0.06942224471085241
57,0,44,19208,0.1686007467405497
59,2,51,1264,0.19627171933209153
36,2,33,14198,0.2460040892111563
41,2,22,8187,0.09531968693946354
17,0,49,12987,0.08258596652872788
49,0,35,17904,0.19145468855086106
41,0,56,11622,0.11463606623957422
54,1,37,5040,0.151713183660389
18,1,49,19092,0.1917048719967131
47,0,48,6102,0.13391197394842683
29,0,33,10284,0.12427318642939292
13,0,54,3771,0.13792249105471158
12,2,56,17562,0.1413900711940242
35,0,57,19641,0.05015092934890826
21,0,35,7959,0.08772163582132711
8,0,33,8937,0.17186579922033451
27,0,33,9560,0.053489083114495656
40,2,28,18982,0.10528832582423392
21,0,59,12416,0.13808568946538635
57,0,64,2291,0.13836563472506436
47,0,57,15205,0.05955908601734412
32,0,22,9248,0.22507154196146845
56,2,62,1815,0.06809574188642807
27,0,56,9748,0.22514598219085608
10,0,23,1749,0.24816252600410255
5,0,21,5490,0.08572736568592124
56,0,32,14888,0.06411509238493796
57,0,42,10197,0.07422189228960097
45,0,36,9006,0.22050753408024482
8,0,49,7335,0.24447144848666652
19,0,51,17651,0.16829319336116588
5,0,42,5308,0.23945202710406904
5,0,37,18889,0.20393717206181444
17,0,45,7623,0.1637408369540146
35,0,25,8128,0.23285971432016966
6,0,22,12885,0.14365046565176343
59,2,55,15424,0.132328395508712
28,0,27,9629,0.19398118212718224
18,0,64,12918,0.19973330970929815
32,1,45,8480,0.1209019208655675
48,1,44,15633,0.1451204381251499
20,0,57,17144,0.09316504954066139
5,2,30,17375,0.0739593105984675
5,0,45,13075,0.12036266094816112
51,2,41,5934,0.14855834209290844
9,0,42,12920,0.08145745618814496
39,0,61,12669,0.08260263941293139
24,0,64,4835,0.0747950395015684
47,0,38,17160,0.22515143137066013
6,2,38,15126,0.18881995852039035
54,0,32,9121,0.07910541683351745
42,2,37,1219,0.18225472130168036
28,0,40,14562,0.14716519910387033
14,0,24,4665,0.16310619290569123
58,0,31,15124,0.21572188373115825
20,2,55,8549,0.14520287893729206
30,0,52,14440,0.10762061670047646
25,0,23,17838,0.2060285801692761
16,0,60,2261,0.08188287248511794
26,0,26,1046,0.23494627257662593
11,0,28,13657,0.23830412909433957
3,0,23,9174,0.1189841571410149
19,0,27,14116,0.20445067059626598
9,0,29,2836,0.2344005399736459
26,0,60,17443,0.23384506591989668
52,0,40,4985,0.07287516426062778
12,0,29,3094,0.08355480857879777
3,0,22,8404,0.14808133537787865
9,0,31,16459,0.16041658106317208
31,0,39,2420,0.11882034480476611
18,0,40,10259,0.06532468612189826
30,2,42,16675,0.13589506311867264
4,2,29,10579,0.1062251167672806
21,0,25,2116,0.13953159133755294
26,0,42,4428,0.10466099644620275
27,1,23,11914,0.1371834924997416
34,0,60,13168,0.1676207942105337
47,0,34,3683,0.12207246807356104
29,0,49,8112,0.09213064308905089
50,0,49,2577,0.12931676424437935
33,0,22,11695,0.1020993586514656
17,0,47,9523,0.06284134577672074
16,0,48,13247,0.17676387571974594
21,0,26,7235,0.17677216798967993
37,0,46,19745,0.1136057585625004
16,1,25,1381,0.24184834215833156
55,0,41,5221,0.20780599017204082
30,0,29,1765,0.23048150539328227
52,2,35,17190,0.1438838079122029
41,0,59,6334,0.15475627857267152
22,0,60,1090,0.18828186879806946
16,0,61,15765,0.1676178280370373
45,0,63,17909,0.18364545864366733
21,0,43,17102,0.1364871697772897
17,0,58,4577,0.07656888339467115
56,0,60,1793,0.2124085499792875
30,0,33,6190,0.12746889949711185
5,0,26,3848,0.1716748996270565
31,2,38,15459,0.1238036867976312
29,0,49,7112,0.1464356241441626
52,0,26,9230,0.1777928686898117
43,0,49,13176,0.16570194418188033
13,0,35,9146,0.07818546316982522
11,0,40,6060,0.0970822011266191
37,0,37,4726,0.08477509481825862
5,2,53,4826,0.16517856092507016
21,0,35,3019,0.1289149514480813
10,2,41,11971,0.099285237214307
4,0,48,4946,0.05881630655386012
55,0,58,13788,0.20350695189662338
8,0,41,7532,0.060808513837045955
3,0,26,10006,0.12615159468833537
56,0,45,16918,0.14115586077840614
13,0,21,13535,0.14061028983389282
49,0,50,6174,0.07769961651897289
4,0,37,579,0.19189167064542012
11,2,49,14689,0.09543241288804334
9,1,26,6893,0.17581311469057714
43,0,42,1976,0.12560665630280998
38,0,28,12385,0.15423350674652686
30,0,45,16231,0.14044442698297113
16,0,23,13193,0.24105208275552786
8,0,43,16603,0.11929422874189549
35,0,39,4291,0.0805998366904892
16,0,26,17157,0.12216590507358155
36,0,53,6975,0.14980899127195474
42,1,57,10721,0.06324797276072021
51,1,45,4914,0.23368976668314428
31,0,43,12497,0.08974519665294833
3,0,36,18021,0.23612146562736708
18,0,33,19502,0.13083578556466935
51,0,21,6272,0.1610835206291263
33,0,42,8375,0.18660426540420783
38,0,43,17698,0.06298972165262325
29,0,22,6565,0.13278506075515178
12,2,35,17730,0.10632373413556746
