age,credit_amount,treatment,default,pd_baseline
42,1868,0,0,0.06132103264035989
62,19645,0,0,0.052662657096474094
28,4570,0,0,0.054806697949312755
44,14380,0,1,0.1619389492621172
56,12640,0,0,0.27247043408477795
56,8109,0,0,0.1779411470245577
54,15383,1,0,0.02792534718516655
47,12591,1,0,0.12893252506267366
21,9282,0,0,0.16789489627002618
33,13406,1,0,0.02124241419031753
55,6096,1,0,0.04606203618037026
43,15040,0,0,0.13032841220900168
36,14163,0,0,0.03936621159659843
59,9638,1,0,0.19764917831759254
36,13330,0,0,0.12086419050337083
37,16640,1,0,0.11316606971918668
38,13020,0,0,0.1304318376176042
36,6095,1,0,0.15304270599591596
43,5896,1,0,0.028584454951135842
63,19285,1,0,0.05685609108965913
64,16263,1,0,0.08621216143317433
35,6553,1,0,0.05814116758336045
37,14475,0,0,0.12694653291200705
58,1232,1,0,0.12828076957857243
46,14003,0,0,0.033123722925211464
28,4402,0,0,0.12402430152122801
45,6570,0,0,0.03571787646528264
55,18585,0,0,0.05144411711950561
38,3211,0,0,0.10242253345376949
48,15906,1,0,0.11605551678023235
55,8359,0,0,0.0406793788276644
26,9067,1,0,0.15612795691378287
63,9502,0,0,0.11942223339668531
23,18150,0,0,0.1166746482600892
26,10252,1,0,0.07073560715139318
34,5309,1,0,0.10329017972759216
21,641,1,0,0.04923030190413496
49,5054,1,0,0.07010910350468606
44,3590,1,0,0.17593998400125963
36,3014,0,1,0.10931203476771786
64,19862,1,0,0.1108766295820898
32,9127,1,0,0.3593694289849395
59,19981,1,0,0.06418556386209559
46,10525,1,0,0.1162435793348688
51,4775,0,0,0.022271397882614948
62,3330,1,1,0.13736363391504278
32,15316,0,0,0.09465534980784404
26,2734,1,0,0.10863663636403656
55,1512,0,0,0.013280974804250844
49,8113,0,0,0.050810093677431376
29,6650,0,0,0.04137567306828434
61,5036,1,1,0.2533091233699954
52,10522,0,0,0.077783608859232
44,11698,0,1,0.05177441069329879
26,8964,0,0,0.06517576913872503
63,10724,1,0,0.044479968719883724
44,13531,0,0,0.004084153350579208
47,3668,1,0,0.14071922284762958
22,7707,0,0,0.11311166278859923
50,758,1,0,0.08746664643225852
57,19391,1,0,0.07674797214947547
55,13073,1,0,0.034724977242176304
37,16155,0,0,0.013539423512264066
29,15571,1,0,0.030714089047062503
40,618,0,0,0.15213705430429292
45,10021,0,0,0.09394675321973213
32,17461,1,0,0.06999817444166077
48,11722,1,0,0.07452253961163467
61,12158,0,1,0.06646604710079408
26,19253,1,0,0.026200095175440898
31,15115,1,0,0.01950509556024839
41,15470,0,0,0.11531701683863496
28,16076,0,0,0.05656189430743321
54,7009,0,0,0.0641280485878857
23,19480,0,0,0.05403635900783466
22,17080,0,0,0.05039610099675696
36,1142,0,1,0.06017438347909615
39,11195,1,0,0.1499891879841823
52,5325,1,0,0.025900645945089954
27,10677,1,0,0.05529734626173661
55,16263,1,0,0.26821207890771154
28,13991,1,0,0.12480680715127702
62,16094,1,0,0.09092231682123597
43,8874,0,0,0.09737821144482058
54,2009,0,0,0.08755395927602322
22,17675,1,0,0.1536966685595264
52,2041,1,0,0.0471960079467976
39,3762,1,0,0.04930545537795561
43,14589,0,0,0.061767875262785425
22,8727,0,0,0.13773517435921773
48,9790,0,0,0.03599612973743447
61,1764,0,0,0.14826632610126947
64,3833,1,0,0.10035025520271856
59,14255,1,0,0.05870980749503061
52,11541,0,0,0.15480949788041
30,5770,1,0,0.05062271229030402
37,8301,1,0,0.19059180760414904
23,8795,0,0,0.08386396580412753
30,18497,0,0,0.061062522967060745
32,17784,1,0,0.28042434333485244
50,9859,0,0,0.03034955676105011
22,4132,1,0,0.05975079525074914
61,11567,1,0,0.1219126453624106
53,543,0,0,0.18046656580282175
50,13116,1,0,0.2328865650211383
46,11773,1,0,0.12273110287975313
32,18027,1,0,0.13891415831481546
44,9032,1,0,0.2092080723455857
49,11456,1,0,0.020968214495507696
58,1571,0,0,0.04612765911658098
51,16581,1,0,0.0313375116200773
56,6276,1,0,0.08758629645469773
41,15267,1,0,0.14689643178835446
38,5162,0,0,0.038691458365312535
55,7277,1,0,0.12697882932456667
47,5582,0,0,0.10375404589401954
38,18025,0,0,0.07888222145015526
40,15898,0,0,0.08801428948493287
45,14229,0,0,0.08035432020486347
48,6442,1,0,0.0722214758772079
36,14805,0,0,0.02536991137235434
27,10047,0,0,0.03916560599862539
60,14442,0,0,0.02665094103307288
34,5677,0,0,0.052061456688352506
28,11017,1,0,0.11619091998918624
32,19035,0,0,0.03369041950787805
59,2029,1,0,0.060646894230563846
28,15597,0,0,0.10572516669603083
51,14110,1,0,0.09024771822878093
39,8754,1,0,0.06135147012955484
47,18242,0,0,0.1279806129802298
52,14676,0,1,0.11067333614550773
30,10786,1,0,0.16033388002389123
38,6639,0,1,0.049849135682332804
55,13886,0,0,0.038293929009232584
64,2103,0,0,0.10659477295377208
58,5513,0,0,0.05346128820833666
34,8895,1,0,0.010344531624454183
31,4876,0,0,0.11144899646783937
62,11509,0,0,0.2091972793318182
51,17499,1,0,0.04948924827509517
29,7312,1,0,0.07928979065722737
49,8438,1,0,0.05817110664870478
35,8329,1,0,0.18792620178727593
27,14631,1,0,0.015106660298206617
28,14431,0,0,0.17219851015528512
37,5069,0,0,0.14304075598356755
31,17961,0,0,0.08734207337326078
55,13126,1,0,0.06791919481254768
27,17935,0,0,0.1636114678322312
29,17569,0,1,0.14587223268554192
48,11725,1,0,0.08610236237753481
40,14222,1,0,0.02385932219111506
29,12775,0,0,0.23387424157152542
24,12383,0,0,0.07518015763842785
24,10889,1,0,0.09077990515696488
33,5007,0,0,0.018288590253779016
32,7739,1,0,0.01733090348982083
46,14253,0,0,0.02164880107313533
50,14894,0,0,0.08543452619204482
28,9615,1,0,0.15040192040077593
39,2669,0,0,0.018439326453136475
41,3115,1,0,0.07463361179337008
27,17933,1,0,0.1673442323376134
42,2956,0,0,0.012672582242797558
23,6032,1,0,0.2197189504692206
34,1723,1,0,0.06201889650893088
53,4767,0,0,0.19429205567273375
31,16868,1,0,0.06266331776705383
51,5842,1,0,0.11789220226607683
25,16784,0,0,0.09134196929356493
41,16328,1,0,0.05800023321536546
60,14151,1,0,0.04666286033784761
44,5743,0,0,0.06160115290189621
56,19945,1,0,0.0924646244309006
31,12386,1,0,0.17604714252995954
29,15513,1,0,0.07200463501782883
42,7191,1,0,0.25228241217859787
31,13430,1,0,0.12745491491604866
53,13299,1,0,0.08471306236868593
36,12144,1,0,0.07163948289287292
54,12036,1,0,0.12140811580536469
22,14208,0,0,0.0338711231457914
35,19956,1,0,0.02956467946249497
31,17449,1,0,0.06914545406724984
50,6563,1,0,0.09963076845094962
30,17834,1,0,0.09836353190872692
42,7321,0,0,0.053839086215484215
36,5351,1,0,0.1552179571189985
53,4375,1,0,0.026236818956905508
37,14219,0,0,0.12221737502014973
51,9546,0,0,0.07513240236063587
24,16645,1,0,0.17502468379359928
54,16828,1,0,0.20746715081017933
49,10995,0,0,0.02944310533186042
28,4614,1,0,0.015338593782025794
25,2681,1,0,0.05639628134888832
35,19247,1,0,0.08279311837391164
64,6489,0,0,0.040511399953349084
32,756,1,0,0.05521298841456428
41,8239,0,0,0.08301210919177887
40,16200,0,0,0.16921438447768936
33,2282,1,0,0.03264009601161745
41,13986,1,0,0.048562253358345873
28,8609,0,0,0.026710293180011453
50,18152,0,0,0.09005430240943187
28,9251,0,0,0.15100529847828165
46,10675,0,1,0.08648355111157145
34,9407,1,0,0.050726152286866825
46,13778,0,0,0.027508407304376332
45,1882,1,0,0.10282333569637393
48,1463,0,0,0.06177242295209292
47,11853,1,0,0.0534910875090993
33,8189,1,0,0.06631057733929975
46,3762,1,0,0.05301059606088839
30,15528,1,0,0.03969383947439079
38,15113,0,0,0.047921878582633685
30,2625,0,0,0.054198005662980706
44,4090,1,0,0.05253537188132029
55,15756,0,1,0.1259533248655563
47,9822,1,1,0.0581924745235429
25,6511,0,0,0.029097584470876948
24,10820,0,0,0.03582907906415393
34,7383,0,0,0.046080191537228116
46,2325,0,0,0.36498963336289636
33,13123,1,0,0.047958741225000726
64,14078,0,0,0.07463988368453274
47,2024,0,0,0.018323166763606957
60,5361,1,0,0.06311881582300091
61,12680,1,0,0.151880467894247
25,15265,0,0,0.054028134795409175
59,18317,0,0,0.1925914354821366
23,12275,0,0,0.029250715130382327
25,2328,1,0,0.06743350879041642
44,7377,0,0,0.05555738333060271
44,5433,1,0,0.03665759848205601
49,19758,1,0,0.10330530380625295
22,766,0,0,0.10945617701233731
25,7824,1,0,0.08608836835036848
55,10600,1,0,0.2071575074996017
47,6336,0,0,0.08533612266056302
37,14753,1,0,0.18142429338856486
29,3060,0,0,0.05377998704361238
30,18564,0,1,0.23256150052826513
34,8304,0,0,0.026724080936639808
42,7676,0,0,0.1174627279301003
56,18504,0,0,0.06703927830102438
40,3400,1,0,0.04124364926874084
40,9646,0,0,0.03879935120564912
62,1067,1,0,0.14393636421825745
25,10475,0,0,0.041071278904894405
22,6837,1,0,0.18932489924625875
64,14935,0,1,0.10251921081965712
62,10488,0,0,0.055145294009676896
38,12692,0,0,0.1957698541626383
31,18065,1,0,0.08789556320664996
26,19033,1,0,0.017220980585028883
27,4720,1,0,0.09804245627090231
60,10290,0,0,0.08506896642626906
53,15735,1,0,0.05547909697879759
58,2983,1,0,0.09749354054277774
43,9877,0,0,0.11954071294717859
49,11364,1,0,0.07692031828396233
60,17416,1,0,0.049794409398189514
36,2221,1,0,0.04492935879818595
44,17329,1,0,0.14424523630559044
33,5138,1,0,0.060614752537150644
43,17225,1,0,0.1281692573147787
30,13267,0,0,0.07536626024271768
30,8326,0,1,0.1824691643566512
36,3110,0,0,0.06506290841169703
62,7251,0,0,0.1719819157123468
32,14929,1,0,0.08427969312516356
50,4542,0,0,0.021078252681001563
46,13558,0,0,0.05697843760860092
47,4954,1,0,0.07137097490462278
26,2083,0,0,0.09642886329601796
55,12516,1,1,0.16084146551217465
55,16343,0,0,0.13955528450918098
25,19257,1,0,0.08922478879657952
38,10286,1,0,0.056632173126016316
59,12316,0,0,0.026279504745959793
31,13786,1,0,0.04841714488701476
43,8540,1,0,0.04207889371490053
57,1208,1,0,0.041148104784176735
56,5227,1,0,0.05201203007389612
38,7894,1,0,0.0321901414766069
52,13213,0,0,0.10281786328744703
61,6445,1,0,0.017084233631664465
40,4613,0,0,0.04571346059915712
63,18151,1,0,0.06782929819122199
54,2320,1,0,0.02721169561802357
49,15869,0,0,0.021008348853816985
52,2324,1,0,0.20573873587510974
29,6749,1,0,0.0810888739277295
21,17083,0,0,0.048890875136981406
57,16914,1,0,0.17675277522480692
52,7953,1,0,0.1710476086987727
62,843,0,0,0.07213984291832198
43,18836,0,0,0.07579028801731251
37,17827,0,0,0.049460262392082024
57,10186,1,1,0.11770874517100005
62,1056,1,0,0.11563230562577849
56,13984,1,0,0.07750406663390108
57,15769,0,1,0.21033646577238377
28,16625,0,0,0.039340835045545884
59,14753,0,1,0.051666191325100426
21,17552,0,0,0.05499032973668561
54,10452,0,0,0.06090677180306297
29,3669,1,0,0.02361984162355002
22,13943,0,0,0.06072729210587151
53,4725,1,0,0.08384680665495395
35,12783,1,0,0.0557197143976586
59,3426,0,0,0.21237443236305475
33,1265,1,0,0.09665023229805447
51,9188,0,0,0.013953915581853304
49,12044,1,0,0.08081026581266013
57,3523,1,0,0.21515803307118397
58,15804,1,0,0.032158114084311004
46,13191,1,0,0.019161328965344383
36,16108,0,0,0.22418901386178564
43,7575,1,0,0.10252693423974922
47,13354,1,0,0.1471674552226371
63,19299,0,0,0.01449783770282583
28,4054,1,0,0.0921210170129856
24,16423,0,0,0.05906443750570737
41,12765,1,0,0.08509104311501424
39,14623,0,0,0.13389639830554376
60,12702,1,0,0.05659882494317224
33,13929,0,0,0.12495733938014815
27,15704,1,0,0.08395549202366574
26,1272,0,0,0.10961342062279905
60,1119,0,0,0.03946951195656232
47,2131,1,0,0.06993433289869067
63,18626,0,0,0.01882546497016276
32,8926,1,0,0.06578810830186956
24,19829,0,0,0.09300622339727158
41,18336,0,0,0.0910129296957247
28,7227,1,0,0.03980598914173177
27,2333,1,0,0.08162626290454744
59,16936,1,0,0.1294086619671336
38,8692,1,0,0.04973157481304565
24,6308,0,0,0.03444295582992936
29,15981,1,0,0.046165543861019946
37,9899,1,0,0.1114723294134612
60,6735,1,0,0.04951091669114507
49,8231,1,0,0.09248999437249598
43,18622,0,0,0.07233213203240679
46,6397,0,0,0.12099380386611408
56,18726,1,0,0.08496859047150988
29,11989,1,0,0.12355623313580648
42,1610,0,0,0.21254635877089495
37,2701,0,0,0.04031793409914783
22,12519,1,0,0.07115105058062984
45,3168,1,0,0.09335324798376655
51,3338,0,0,0.10064816322286632
50,9526,0,0,0.0632103457050335
23,9099,1,0,0.026532495894167455
38,18856,0,1,0.057341847254663875
38,18007,0,0,0.12338220291226099
27,18633,1,0,0.03407370662177551
45,1930,0,0,0.10233358270535134
44,16171,0,0,0.07907591162328054
55,18778,0,0,0.057406931109551876
54,12429,1,0,0.077431010604446
60,19891,1,0,0.07584273152230217
39,16156,1,0,0.11301274258267853
30,13569,0,1,0.035633640025628834
44,8411,1,0,0.08547442486005186
50,7447,0,0,0.061598136429319786
35,8202,1,0,0.097832030064162
41,5394,0,0,0.05868585438885621
61,11782,0,0,0.07743403331888497
54,8935,0,0,0.055196889244626283
47,6298,1,0,0.17191713958377428
62,4006,0,0,0.09160621406518449
21,10563,0,0,0.09353827993082722
44,891,1,0,0.11970828834437564
32,7784,1,0,0.05116222956027595
33,1723,0,0,0.05488821127288413
55,7043,1,0,0.0829920867741478
56,13439,1,0,0.17517440575327714
42,12934,1,0,0.09607878396861767
44,904,1,0,0.06415026218113193
47,14307,1,0,0.04996704999055695
59,6378,0,0,0.05410315853850232
21,9778,0,0,0.04566298849690529
45,13689,1,0,0.08861639697688406
23,1208,1,0,0.07314210595054674
62,3908,0,0,0.02454271134532017
31,3723,0,0,0.19069781913420153
21,6979,1,0,0.0992574073111405
56,809,1,0,0.1794542582529032
53,1113,0,0,0.04126055642570942
60,10490,1,0,0.11887303591499983
36,2692,0,0,0.012771826518745538
33,8992,1,0,0.11936998717060979
50,4905,1,1,0.10143433118866008
62,19909,0,0,0.051692493732107915
62,2960,0,0,0.044486869544187464
38,9862,0,0,0.07515695612970946
49,9705,1,0,0.10548086473679547
57,14903,1,0,0.04439733262870553
53,2975,0,0,0.012235385063584433
47,19306,0,0,0.04495925863805372
27,6451,0,0,0.06651740764629119
48,1180,0,0,0.07483559543591337
28,14609,0,0,0.10072075728446697
40,11075,1,0,0.13699335784141034
46,13250,0,0,0.2232189689565971
22,18273,0,0,0.07221555149401962
39,7968,1,0,0.11163972055329287
34,18204,1,0,0.028042210251395593
25,18656,0,0,0.026105306208953835
49,11179,1,0,0.12222857925555822
53,15850,0,0,0.049101025703280475
60,1158,1,0,0.14989714520406727
51,12339,0,0,0.006780622494329337
29,2068,0,0,0.17124055092081883
25,9017,1,0,0.023632544863279575
57,15122,0,0,0.1635270290116813
23,1670,0,0,0.042902246141599015
37,8426,0,0,0.11064250693678035
37,8550,0,0,0.07769991295853176
28,5143,1,0,0.05849330220641373
48,11132,1,0,0.055790914907228595
54,16259,1,1,0.10199127706423504
60,19824,1,0,0.19718660945625743
41,18170,0,1,0.1382839547150502
40,19056,1,0,0.052571570319280315
29,4469,0,0,0.08955800892775148
24,2688,0,0,0.032522075363538724
57,4064,1,0,0.04315668902970949
57,19595,0,0,0.057804970121856564
64,4760,0,0,0.0519078957502155
26,15215,0,0,0.05472690210661527
39,8410,0,0,0.0896634547843577
49,13797,1,0,0.09578725248619484
59,15183,1,0,0.09158824434994654
39,18119,0,0,0.17005968517151204
27,2193,0,1,0.2287677006457665
61,6838,0,0,0.174021648894926
24,2804,1,0,0.10139437990366065
52,8286,1,0,0.0656087265242723
37,7615,0,1,0.20044139116982979
21,17483,0,0,0.0932679101951806
44,14217,1,0,0.11652611432900276
37,2527,0,0,0.17421185299910363
40,9189,0,1,0.052105591047513916
28,14328,1,0,0.018989466807325717
50,14948,0,1,0.09903552050784466
33,16291,1,0,0.1098344442783036
27,4880,1,0,0.0771949985695649
38,17758,1,0,0.20042110846589367
29,18119,1,0,0.06799897081722805
44,4773,0,1,0.18556632579002894
44,13373,0,0,0.07559091089267528
56,13745,0,0,0.025246376705923043
64,17648,1,0,0.019576145604404096
24,2171,0,0,0.15920874618881956
22,5032,1,0,0.0840344487982966
40,17288,1,0,0.060204660433663654
23,1198,1,0,0.10165916232536426
58,9895,1,1,0.05978214142409837
56,6223,1,0,0.11326263877230548
40,12671,0,0,0.09407979297673022
63,9727,1,0,0.05433281435709074
43,17101,0,0,0.11424146907259727
45,2008,0,1,0.15773830595628505
55,10367,0,0,0.12585199119345977
45,10611,1,0,0.01629027364376251
52,10418,1,0,0.08370453407462365
31,2008,0,0,0.054266687217348855
43,9560,0,0,0.16280128932780516
56,17673,1,0,0.17186211071179763
63,12213,1,0,0.19574411750613005
29,2625,0,0,0.06451719694735387
22,14487,1,0,0.056087403279881834
47,18607,0,0,0.16398552785421033
23,16200,0,0,0.016728724514239634
51,2325,0,0,0.045562776673190086
39,1081,1,0,0.10442661442134595
56,3937,1,0,0.14009844027176474
27,7287,1,0,0.07057104302745992
23,18541,1,0,0.07381366795598544
30,8934,1,0,0.029586610055239826
23,19418,0,0,0.05765300989775984
27,2424,0,0,0.20215392333812518
54,15349,1,0,0.13794850235166245
51,15156,0,0,0.14942912813837791
48,19209,1,0,0.031545114625372316
39,10696,0,0,0.04294593203645584
30,12308,1,0,0.04969372921234533
57,536,0,0,0.10385002219101769
59,17689,0,0,0.05806839010202488
32,12811,0,0,0.026898092813878106
60,14167,1,0,0.08212278075609485
48,7110,1,0,0.1385014986263006
36,2013,0,0,0.03162540836364127
30,14673,0,0,0.10405783693444295
46,14789,1,0,0.08390379720935884
21,4004,0,1,0.18512707258856376
34,16580,0,0,0.02862290422497416
51,523,1,0,0.0714021534697149
42,13231,1,0,0.21840433931944556
27,2193,1,0,0.0843438099442972
28,15162,0,0,0.07457644827003684
51,9087,0,0,0.04490943327362786
57,6883,1,0,0.18698014941043872
51,15086,1,0,0.1241418397354794
27,16165,1,0,0.12227651719804081
50,12276,0,0,0.2200822619884027
33,14800,1,0,0.0241052755802536
47,791,1,0,0.10718494172228887
46,16519,0,0,0.08082258659768919
59,12036,0,1,0.036722897720566125
57,3563,0,0,0.14337264034551342
24,9902,1,0,0.1716906880473476
21,12726,0,0,0.005679436926888822
62,16032,1,0,0.13354282722005045
34,10602,0,0,0.09024066717918733
23,5504,1,0,0.017646883402270497
29,5459,0,0,0.06410735980832766
42,14519,0,0,0.0347234496540034
60,17315,1,0,0.08922392771513044
61,12819,1,0,0.07797112237826456
49,16081,1,0,0.04328909562470683
32,12648,1,0,0.09468816660225805
52,10079,1,0,0.10006305908202269
57,8408,1,0,0.027170643399750963
39,10039,1,0,0.1288207811284004
47,750,0,0,0.05732820312260777
42,11782,1,0,0.08826113270727981
58,4159,1,0,0.14735716297968315
47,18053,1,0,0.16708630190982726
23,16962,1,0,0.09362447856611342
59,10134,1,0,0.0526652693343787
45,12528,1,0,0.20982840429699817
39,1234,1,0,0.02223359079667116
29,11773,0,0,0.02899651943292082
51,17077,1,0,0.01892817311565159
21,10750,1,0,0.040130298813486724
28,17283,0,0,0.11486568074558896
51,2000,0,0,0.12221450459590182
32,19507,1,0,0.0623433266743018
53,7279,0,0,0.18581761253942858
32,1029,0,0,0.014325248789085105
53,12573,0,0,0.09482679885445688
50,12482,1,0,0.03754493435523713
52,2948,0,1,0.08641047250545217
53,7265,0,0,0.09314762595542135
56,18459,0,0,0.08088557330863189
37,4187,0,0,0.1034797348293142
41,1916,1,0,0.0374197378244764
24,16522,1,0,0.08034904545496188
36,13755,1,0,0.0437660491811487
41,10229,1,0,0.03269845167847755
54,6374,0,0,0.09714204435833301
60,17488,1,0,0.0722156965531262
50,17341,1,0,0.014024357342702545
26,516,1,0,0.022477846907956584
29,16623,0,0,0.02062956011520902
44,9721,0,1,0.1810808659023924
40,6997,1,0,0.022289967870412465
61,7293,0,0,0.0974471921246037
29,9511,1,0,0.08051907394427271
46,11688,0,0,0.1275582111590501
55,19202,1,0,0.015619592529244324
40,988,1,1,0.13419458800587547
31,12354,1,0,0.1224441231540144
26,1781,0,0,0.12240782214155185
48,617,1,0,0.10986932599886963
48,6409,1,0,0.12818093936866673
53,15656,0,0,0.03117572861908221
57,7239,1,0,0.060156032440743634
64,7545,1,0,0.15315321652769612
29,18098,1,0,0.1075071053131494
40,5878,1,0,0.11430298052442718
35,15472,1,0,0.04432445924620222
59,16726,0,0,0.06569401916370228
26,13132,1,0,0.026848782183627275
50,19366,0,0,0.09581936616756578
34,19682,1,0,0.035914931952752874
21,1709,1,0,0.053096783181648566
47,3818,1,0,0.011413417293445612
38,8111,0,0,0.03397669275229693
51,13488,0,0,0.04367739005156675
38,5954,1,0,0.025368832441965652
29,12928,1,0,0.1621514452686043
26,18006,0,0,0.014052593017269336
28,621,0,0,0.0471147591564466
40,17420,0,0,0.03025564523374465
32,9979,1,0,0.09047237637822812
26,18071,0,0,0.12385555693435829
34,13764,0,0,0.07526844343325635
57,1331,1,0,0.12208089774362177
57,18094,1,0,0.18529866553552712
36,1477,1,0,0.012438052313969793
43,5380,1,0,0.0643430060452539
29,11252,1,0,0.2463679849891899
39,18127,0,0,0.026360655835130555
47,3754,0,0,0.05522078430217366
21,10994,1,0,0.04720009999969112
58,2696,1,1,0.08422837024268193
60,7124,0,0,0.050260812006762294
62,5576,0,0,0.10640196777463852
30,8843,0,0,0.09100570614579796
60,14333,0,0,0.10895441558440776
26,14552,0,0,0.09064223586950754
59,13597,0,0,0.20637496678101352
26,1035,0,0,0.03633283852612953
36,15811,0,0,0.14985352364649462
62,13111,1,0,0.02525788195363635
43,1723,1,0,0.03135321203361895
30,18961,1,0,0.12296164577451066
37,15445,1,0,0.04145982156392938
35,13990,0,1,0.09580109596342919
61,10067,0,0,0.05170349218982493
39,15997,0,0,0.025449336602058416
25,6603,1,0,0.08298465674784146
28,14633,1,0,0.02693217375182768
45,12400,0,0,0.05136061817740091
21,12399,1,0,0.05976822294346792
31,16090,0,0,0.12465873487093455
47,3877,0,0,0.07503638334230826
58,2525,1,0,0.18241291456165834
25,11327,1,0,0.06408612471202488
35,16242,1,0,0.18742667951259018
38,5443,1,0,0.11390884319195435
59,11604,1,0,0.05061049801035556
55,19165,0,0,0.03841248564992642
61,12591,0,0,0.07413636042259787
48,2034,0,0,0.11762502111754981
28,17639,0,0,0.04164983708498362
62,19533,0,0,0.15112343947723908
54,14344,1,0,0.023805821131958085
50,12406,0,0,0.020028326140394792
36,11878,0,0,0.04369292942780106
55,12653,0,0,0.17929594946854815
38,7052,1,0,0.05277160348685172
35,13072,1,0,0.07741468920656225
33,10451,0,0,0.19100946438778849
50,15944,0,0,0.0749830583273231
48,16813,0,1,0.18585634239820162
30,14341,0,0,0.040452697721069436
36,19914,1,0,0.1285927286114447
30,9249,1,0,0.08031313063780764
53,15244,1,0,0.003257399567199535
36,7182,1,0,0.08874499508879573
55,15908,1,0,0.05251414484650772
31,5714,0,0,0.06432134265169435
38,14138,1,0,0.04091443348963659
22,778,0,0,0.15176120944697663
21,15455,1,0,0.2250048745120397
22,6165,1,0,0.03836358932330901
23,5242,1,0,0.14996008510402814
61,7013,0,0,0.055658303543335855
33,8764,0,0,0.052483410913088106
44,3002,0,0,0.10207457707604264
62,11341,1,0,0.08342767442206245
42,2916,1,0,0.0689207906261301
38,11214,1,0,0.15034812860126062
53,7690,0,0,0.09946631614464298
53,12146,1,0,0.13836673334338903
25,3451,1,0,0.09270821150618423
62,19483,0,0,0.05744141923850728
26,792,0,0,0.09581450086333718
36,17177,0,0,0.08302856378899008
62,7363,1,0,0.17335823066555428
45,16642,1,0,0.15945149682657633
46,12128,0,0,0.22628760514191826
58,16692,1,0,0.18283539338162547
40,11322,0,0,0.054429026143508696
48,15969,0,0,0.03340325857563026
45,13283,0,0,0.019782857003061774
25,13744,0,0,0.04091681551478004
34,11643,1,0,0.09656186241145309
54,5502,1,0,0.08637399532418474
35,17053,0,0,0.025860586658223685
60,17187,1,0,0.08783653439055822
63,14599,1,0,0.08272963784232326
54,5954,1,0,0.08601185099871679
21,8443,0,0,0.04650345866392659
54,14635,1,1,0.18232449900823886
64,4142,0,1,0.05459429657482281
54,2664,1,0,0.06327923402172418
49,8352,1,0,0.02997349522623867
47,11171,1,0,0.20757729981339074
42,17926,0,0,0.09359721118263661
31,6716,1,0,0.05707618726889523
42,4716,0,0,0.07832396231663634
61,14236,0,0,0.11207830177692112
24,17563,1,0,0.07842875627348206
26,17178,0,0,0.13715676856920153
59,12834,1,1,0.047657174696805873
57,802,0,0,0.05265766811421622
43,13230,0,0,0.0960147238926089
36,2729,1,0,0.18452926612505896
25,15855,1,0,0.05788952672527815
50,18547,0,0,0.07224938199728112
44,12409,1,0,0.10460458926445455
56,5165,1,0,0.04961001851188976
36,6323,0,0,0.018005821052728264
56,14750,0,0,0.27458757965221514
63,15319,1,0,0.03465876059789557
28,16344,1,0,0.10054819605850943
54,2482,0,0,0.041716426241773394
47,14940,0,1,0.0701242351876943
38,19228,0,0,0.07988920575380136
30,1126,0,0,0.03976395847214735
27,8906,1,0,0.03897558935076066
25,14840,0,0,0.05190640832927102
32,10818,0,0,0.0700642942939692
43,19250,1,1,0.152803955680415
44,13686,0,0,0.034219140684912004
64,7691,0,0,0.06562293386649996
53,12631,1,0,0.04918144784965844
64,14349,0,0,0.08621122566754826
54,15741,1,0,0.15199436672671301
46,5891,1,0,0.11159060879990104
56,18363,0,0,0.05616893288825784
54,19950,1,0,0.10318410967631135
56,4705,0,0,0.025520967667553372
31,4562,1,0,0.05679381159183148
52,8001,0,0,0.11800606075229954
30,6458,1,0,0.1091227669473884
34,4135,0,0,0.06598915873825893
52,3774,1,0,0.0590719999337573
43,14342,0,0,0.02205286819327942
55,19125,0,0,0.11723314012429262
52,2366,0,0,0.026041930835577595
53,11642,0,0,0.03650900927593152
27,5956,1,0,0.10436714396146278
25,5316,0,0,0.20978001754877168
31,11656,1,0,0.08931523738334099
36,3122,0,0,0.07374123936137922
57,2121,0,0,0.017937004808629545
22,17558,1,0,0.04884030573967825
44,9198,0,0,0.23472365834149228
55,1721,1,0,0.08390840451627365
36,17593,1,0,0.15916460561480988
34,13043,1,0,0.09975693497478742
29,14899,1,0,0.08461776405313379
39,12397,0,0,0.16602399713191454
48,9740,0,0,0.10405465132681073
46,15550,1,0,0.006959188718144636
58,7223,1,0,0.006906490906657705
21,13796,0,0,0.04951666199612948
33,17707,0,0,0.18393358503265342
36,16811,0,1,0.0932675118968911
38,11313,1,0,0.09171796187892889
53,1241,0,0,0.06426433513688644
25,799,1,0,0.02885302495570134
33,8890,1,0,0.027725433922751987
23,13426,0,0,0.18798628061075345
46,2078,1,0,0.07490270212688532
63,8509,0,0,0.044085469256549666
63,8401,1,0,0.07555456060316958
23,9446,0,0,0.16749287549467978
26,11436,1,0,0.1401274436207153
46,5943,1,0,0.2082054051374209
32,12078,1,0,0.07514132288273205
31,9327,0,0,0.1213853371869611
51,18532,0,0,0.03609015429829176
34,6829,1,0,0.10559945021855643
47,18473,1,0,0.025010997827407254
22,19261,1,0,0.124233124760412
64,6540,0,0,0.2446466686571412
24,8445,0,0,0.051014768837528056
22,14131,0,0,0.027176293045620963
39,9441,0,0,0.24747660554271492
59,14397,1,0,0.16726764544159495
49,5552,1,0,0.07125368075286304
42,19164,0,0,0.17718037389675922
33,14113,0,0,0.13464463588457806
30,2136,1,0,0.06403611740118692
49,5241,1,0,0.03889552930486454
43,12534,0,0,0.13855711073726729
