age,credit_amount,device_reuse,velocity,geo_mismatch,label
28,12047,2,2,1,2
52,16336,0,2,0,1
28,3511,2,7,1,0
39,5001,4,2,0,0
57,6419,3,0,1,0
61,7157,1,1,0,0
64,17831,4,9,0,2
63,14784,0,8,0,0
45,11109,1,9,1,2
29,11038,0,2,0,0
57,17774,4,4,0,0
56,9212,3,4,1,2
64,4892,2,5,1,2
49,3169,3,0,0,0
27,6935,1,5,0,0
43,13239,0,0,0,1
40,9683,4,2,1,0
58,8724,4,2,0,0
38,9861,0,6,1,2
35,19510,0,8,0,0
24,19954,2,6,0,1
57,3645,0,4,0,0
54,2731,3,5,0,0
22,5264,4,5,1,0
40,17113,1,1,0,0
42,9460,1,9,0,0
41,17341,4,9,1,2
61,13111,1,2,0,1
27,11287,1,1,0,0
34,5989,0,1,1,2
28,7208,4,6,1,2
31,3380,4,0,1,0
60,10624,0,1,1,2
62,5967,4,6,0,2
22,6203,0,1,1,0
48,1271,0,0,1,2
31,16082,1,0,0,0
29,18815,2,7,1,2
33,10216,4,3,0,0
29,10952,3,2,0,0
42,18553,0,6,0,0
64,10473,2,1,1,2
46,12642,4,5,1,0
52,8847,3,4,0,0
42,10529,1,6,0,0
21,10676,0,6,1,0
24,14365,2,6,0,0
32,12281,2,2,0,1
31,10326,1,1,0,0
57,1978,0,5,1,2
58,18137,0,0,1,2
58,17821,2,4,0,0
49,4096,4,6,1,2
45,6219,2,8,1,0
49,19480,2,6,0,0
38,6760,4,9,1,2
50,16337,3,5,0,0
55,15822,3,4,0,1
54,17284,2,2,0,1
48,812,3,6,1,2
23,9916,2,8,0,0
52,11527,3,3,0,0
37,16825,3,0,1,2
53,4877,3,0,1,0
44,6482,4,6,0,2
59,4008,1,6,0,0
35,15357,3,1,1,1
61,19978,0,0,1,1
58,3238,2,6,1,2
35,5045,4,3,1,0
42,6487,3,4,1,2
44,17836,1,2,0,1
54,9191,3,7,0,2
51,5997,1,7,1,0
58,6785,2,0,1,0
37,12163,1,0,0,1
43,8046,3,5,0,0
39,3237,0,6,1,2
61,16492,2,1,0,0
34,8733,4,1,0,0
46,5505,3,6,1,2
26,14704,2,4,0,1
58,15032,4,1,0,0
37,3523,0,6,0,0
35,1937,4,0,0,0
46,1385,1,2,1,2
42,15431,4,7,0,2
58,12701,4,2,0,0
44,15944,3,0,0,1
43,12714,3,9,0,2
25,8333,3,2,1,2
21,11996,1,5,0,0
38,14588,0,8,1,0
64,8277,1,9,0,0
61,18345,2,8,1,2
48,18042,3,3,0,0
48,16113,1,8,0,1
38,19849,2,0,0,0
28,8113,0,3,0,0
21,2725,0,1,0,0
35,9942,4,5,0,0
34,15044,4,8,0,2
29,15697,4,7,1,2
32,8076,1,9,1,2
22,6205,2,1,1,0
47,9186,3,7,0,2
61,16175,1,7,1,0
51,1681,3,4,1,0
40,6897,3,0,1,2
39,4982,2,1,0,0
34,16216,2,9,1,2
27,9658,1,2,1,2
47,2192,4,6,0,2
45,5604,4,9,1,2
21,1365,4,4,1,0
39,9773,3,2,1,0
33,19954,1,4,1,2
28,11561,3,2,1,2
51,17454,1,1,1,2
44,14980,4,8,1,2
48,17715,1,3,0,0
52,6564,2,6,1,0
64,19049,0,7,1,2
56,5153,0,5,1,2
48,9047,1,5,0,0
59,13784,2,1,0,1
42,6093,0,5,1,0
64,5656,4,7,1,2
54,3035,0,1,1,0
49,581,4,2,0,0
60,10273,1,6,1,0
43,19741,1,9,1,2
52,4790,0,3,0,0
33,9083,4,8,0,2
63,18743,3,1,0,1
48,15560,0,5,1,2
55,578,0,9,1,0
41,10261,3,4,1,2
59,3292,4,5,1,0
24,5316,0,1,0,0
26,5306,1,5,1,0
43,12443,2,5,0,0
53,4379,0,9,0,0
56,5411,1,2,0,0
40,4902,0,3,1,2
49,7459,2,6,1,2
45,13292,3,9,1,2
63,8299,2,2,1,2
49,6886,1,6,0,0
39,10593,2,8,1,2
63,12492,2,6,0,0
25,799,0,4,1,2
64,17860,0,2,1,0
27,18370,0,2,1,2
33,12249,4,0,0,0
57,11704,3,1,1,0
53,14043,0,4,1,2
63,9096,1,1,0,0
53,7627,2,0,1,0
49,7377,0,6,1,0
36,3614,4,0,0,0
21,16902,4,1,0,0
26,6751,1,5,0,0
34,6045,0,9,1,0
22,19303,1,7,1,2
43,10380,2,0,1,2
55,12625,4,1,1,0
63,5286,1,7,1,2
42,5911,1,7,1,2
59,14702,1,3,0,1
64,9292,0,9,1,2
58,3381,0,8,0,0
41,16792,2,7,1,2
35,8353,3,7,0,2
64,13534,0,7,1,0
31,7154,1,1,1,0
39,11432,4,7,1,2
24,15624,4,9,0,2
55,17760,3,2,1,1
49,4543,2,0,1,0
24,13612,2,3,0,1
30,18335,1,2,1,0
45,13033,1,9,0,1
44,3290,1,4,0,0
56,4200,3,6,1,2
32,4454,3,9,1,2
61,2574,3,7,0,2
40,15197,3,7,1,2
57,19320,0,9,1,1
31,10579,3,6,1,2
22,12177,4,2,1,1
23,15587,3,7,1,2
37,8605,2,3,0,0
62,9712,1,3,0,0
23,11985,3,6,0,2
37,6440,2,3,1,2
25,1705,1,0,1,2
61,11571,2,9,1,2
50,16531,0,5,0,0
54,1927,4,6,1,2
52,4724,3,8,1,2
49,5628,1,6,1,2
55,16188,3,6,1,2
21,10339,0,7,0,0
59,10920,1,2,0,0
53,13082,3,8,1,2
53,5893,0,7,1,0
38,14414,3,1,1,1
56,1089,4,1,1,0
37,2717,2,8,1,2
23,16408,1,8,0,0
60,13335,3,9,1,2
31,3940,1,1,0,0
25,9055,3,8,0,2
48,1510,3,8,0,2
31,13601,0,7,1,2
58,15239,0,4,1,1
40,5928,0,5,1,2
21,7325,0,4,0,0
62,5117,1,0,1,2
43,8092,0,5,0,0
32,5810,4,2,0,0
50,5317,4,2,0,0
44,8889,0,0,1,2
22,17253,1,4,0,0
54,15373,3,0,0,1
38,6297,3,8,0,2
51,18885,2,8,1,2
60,4598,4,8,1,2
47,18259,3,3,0,0
50,6530,3,1,0,0
32,11035,2,5,0,0
31,4461,2,6,1,0
39,15359,1,0,0,0
58,6694,2,8,0,0
44,17515,4,4,0,0
36,2117,1,8,0,0
55,10289,0,0,0,0
58,3591,2,4,0,0
60,17834,3,4,0,1
34,8632,4,0,1,2
52,13652,2,7,0,0
46,17649,3,9,1,2
40,10944,1,5,0,0
38,1617,2,3,0,0
26,4804,2,6,0,0
33,4647,1,3,1,2
45,18326,3,3,1,1
60,18212,4,7,0,2
59,9800,1,5,1,0
29,17855,0,2,1,0
50,5297,4,4,0,0
24,13749,4,8,1,2
50,8142,4,5,0,0
36,5189,1,0,0,0
40,5375,3,8,1,2
52,8686,3,7,0,2
39,7123,3,2,0,0
56,4618,4,9,0,2
44,7015,4,9,1,2
64,3007,2,9,1,2
49,19408,0,3,0,1
34,7909,0,9,0,0
55,2593,4,8,0,2
38,11728,4,8,1,2
44,17720,0,5,1,2
27,7518,1,2,0,0
26,16982,1,2,1,2
46,12411,1,9,1,1
29,14915,3,5,0,0
64,6276,2,9,0,0
58,1220,2,5,0,0
51,7244,2,5,1,0
53,18526,3,0,1,0
47,15918,3,4,0,1
23,15791,0,5,0,1
38,17627,0,1,0,0
42,7778,1,1,0,0
61,6779,2,5,0,0
30,18541,4,2,0,0
42,11644,4,7,1,2
36,6310,3,4,1,0
26,5924,0,4,0,0
25,17606,0,1,1,0
37,1540,2,4,1,0
24,1703,2,5,1,0
23,14888,3,5,1,1
36,526,0,2,1,2
29,3834,4,0,0,0
45,19817,2,9,1,1
21,8801,2,9,0,0
34,14689,0,9,1,2
40,9997,4,2,0,0
63,2266,2,6,0,0
48,4097,1,1,0,0
59,15341,1,9,0,1
36,2343,1,0,0,0
40,12095,0,4,1,2
39,7286,4,8,1,2
60,7720,4,7,0,2
63,19069,4,8,0,2
63,12315,1,4,0,1
54,12495,2,0,0,1
43,7331,2,0,1,2
44,7937,2,1,1,0
64,13872,2,0,0,0
33,1258,2,4,0,0
36,5127,3,0,1,2
60,12205,0,1,1,1
37,12658,0,4,0,0
31,2299,4,7,1,2
45,15862,4,6,0,2
35,11079,4,0,0,0
60,5135,1,9,1,2
60,15163,2,5,1,0
34,19822,0,3,0,0
44,8759,1,3,1,0
64,6027,3,8,0,2
53,6338,1,4,1,2
30,12055,2,2,0,1
46,1423,0,4,1,2
48,9926,2,0,1,0
49,983,3,1,1,0
22,1252,2,3,1,0
34,8885,2,2,1,2
58,15037,4,3,0,0
31,17725,1,0,1,1
34,2208,1,6,0,0
35,5259,3,1,1,0
28,8722,2,2,0,0
27,11694,4,9,1,2
36,19747,0,0,0,1
59,13843,0,2,1,1
21,10998,1,5,0,0
33,1686,2,3,0,0
23,2075,4,3,0,0
45,3485,2,1,1,0
32,13385,2,4,0,0
55,6959,0,7,0,0
46,5198,2,5,0,0
55,13566,2,9,0,0
48,16399,2,6,1,0
40,9061,3,7,0,2
58,17696,2,4,0,0
41,14816,0,6,0,1
62,14467,0,5,0,0
64,17418,0,8,1,2
46,4084,3,5,0,0
50,15288,4,4,0,0
32,19175,4,0,1,0
56,19848,1,8,1,1
50,11771,0,4,0,0
60,15210,3,7,1,2
32,17827,0,6,1,1
55,17117,3,0,0,1
41,18006,1,6,1,2
29,16731,4,4,0,1
28,7935,3,2,0,0
45,14740,3,2,1,0
35,8503,2,6,1,2
25,16135,4,0,1,2
39,16299,2,6,0,0
49,18726,3,8,0,2
35,11972,1,0,1,2
63,9766,2,0,0,0
55,3728,4,0,1,2
43,12946,1,7,0,0
62,11544,0,8,0,0
40,10541,1,9,0,0
27,13688,1,0,1,2
22,17095,2,4,0,0
62,3399,0,0,1,2
63,8911,0,3,1,0
53,14584,1,3,0,1
25,16484,2,6,0,1
33,15678,0,9,1,2
22,16087,1,8,0,0
23,17173,1,0,0,1
31,19256,0,2,1,2
46,12357,1,2,0,1
23,5353,1,2,1,0
64,11489,0,3,0,0
41,14337,3,6,0,2
32,2463,0,7,1,2
43,15259,2,9,1,1
55,11112,3,7,0,2
34,18757,4,2,1,0
23,4630,2,1,1,0
23,18184,2,3,0,1
58,9236,3,7,0,2
25,11683,4,9,0,2
48,13370,1,3,1,0
37,11793,3,1,1,2
55,18124,2,0,0,1
23,3762,0,0,1,0
60,14732,3,6,1,2
51,19511,4,5,1,2
40,4792,0,6,1,2
30,5472,0,0,0,0
63,9762,4,4,0,0
34,14632,2,1,1,2
42,19200,1,3,0,0
38,16018,3,6,0,2
31,15983,1,2,1,2
39,9103,1,6,1,2
27,13085,1,2,1,0
21,4618,2,5,1,2
33,9531,0,4,1,0
25,4184,1,3,0,0
39,1028,1,1,0,0
58,17201,0,5,0,0
28,16192,3,9,1,2
21,10459,0,6,1,0
25,782,4,7,1,2
43,2257,0,8,1,0
33,2679,1,0,1,0
42,14481,0,7,0,1
22,4468,1,2,1,0
35,5378,3,6,1,2
39,17291,0,9,1,1
39,17589,2,8,0,1
45,15379,3,4,1,2
55,6536,2,8,0,0
41,11808,0,6,0,0
58,4405,3,1,0,0
44,17229,0,2,0,0
32,2154,0,9,1,2
31,15015,2,9,0,1
35,10474,1,8,0,0
47,15270,0,3,1,2
31,9289,3,3,1,0
61,3583,2,8,1,2
42,15150,4,0,0,1
58,12806,2,8,0,0
51,9559,2,6,1,0
35,7768,4,6,0,2
31,7204,0,4,1,0
53,9882,1,9,0,0
35,5602,3,7,0,2
31,6006,1,0,1,2
61,5923,4,5,0,0
42,747,1,8,1,0
23,18593,2,0,0,0
42,5112,4,7,1,2
41,3719,1,2,0,0
59,3447,4,5,0,0
52,19769,0,8,1,1
29,9796,1,4,1,0
27,6874,2,0,1,2
47,8375,2,0,1,0
23,2223,4,7,0,2
35,6616,4,9,1,2
27,5349,3,2,1,0
21,16162,3,9,1,2
61,1639,1,4,0,0
24,8796,4,0,1,0
21,15905,3,5,0,1
62,16755,0,9,0,0
29,10494,4,2,0,0
56,4839,1,9,1,0
22,7071,2,6,0,0
27,4834,2,3,0,0
25,13409,4,6,1,2
52,6206,1,4,0,0
48,12797,1,0,0,1
41,13286,0,8,1,2
31,18827,1,3,1,0
24,7721,0,5,0,0
46,19244,2,7,0,0
31,8313,4,0,0,0
46,13773,2,7,1,0
51,13401,4,3,0,1
58,16447,4,5,0,0
42,9647,0,4,0,0
21,15952,2,7,0,0
33,7429,2,1,1,0
58,10080,1,1,0,0
44,10243,4,4,1,0
48,14236,1,1,0,0
41,12557,0,2,0,0
28,2026,2,6,0,0
60,16276,1,8,0,1
55,15281,1,6,0,0
64,2538,2,3,1,2
58,19255,3,8,1,2
33,13384,1,4,1,0
32,2157,1,1,0,0
31,10082,0,7,0,0
61,16804,1,5,1,2
45,5956,2,3,1,0
40,18693,3,6,1,2
63,8658,1,7,1,2
47,4910,0,2,1,2
61,7450,2,1,1,0
64,10733,3,5,1,2
24,13918,0,0,1,2
36,18593,2,6,0,0
53,4300,0,4,0,0
56,19224,2,2,1,2
27,10790,3,5,1,0
35,2993,3,3,1,0
45,18566,3,3,1,2
56,7305,3,2,1,0
25,12601,1,6,0,0
47,14113,4,9,0,2
34,761,1,6,0,0
30,4820,1,2,1,0
43,13885,3,8,1,2
39,6833,1,1,0,0
48,681,0,2,0,0
34,954,3,0,0,0
57,16615,3,8,1,2
24,3493,2,0,0,0
58,2458,0,5,1,2
22,11465,3,1,0,0
53,2819,0,2,0,0
36,13235,2,6,1,2
37,11109,2,8,1,2
21,13153,3,0,1,1
51,10086,4,1,0,0
28,15678,0,2,0,1
50,13072,0,9,0,1
52,8597,2,0,1,0
58,799,4,1,0,0
52,5833,0,4,1,0
34,3062,2,3,0,0
53,803,2,0,1,0
57,5826,1,5,0,0
34,4529,3,6,1,2
26,1996,1,1,1,2
60,6591,2,6,0,0
27,10378,4,0,1,2
47,3975,1,7,0,0
31,5825,0,2,1,0
26,892,4,2,1,2
55,1482,1,1,0,0
27,3570,3,8,0,2
50,9332,3,5,0,0
51,13488,2,6,1,0
23,15872,0,2,0,1
28,12776,4,0,1,0
55,12528,3,0,1,2
43,18745,2,4,1,2
26,5485,4,3,1,2
64,16064,3,7,0,2
32,18768,3,7,1,2
21,11571,0,3,1,2
61,16890,3,4,0,0
21,3182,1,3,1,2
45,17636,0,6,0,1
64,11499,1,6,0,0
46,4819,0,6,1,2
46,1701,0,0,0,0
38,14538,3,3,1,2
26,8902,2,9,0,0
46,6545,1,3,1,0
60,8110,0,1,0,0
25,19824,3,1,1,2
59,8842,3,0,1,2
39,2036,2,7,1,0
44,5956,0,0,1,2
28,3334,0,5,1,2
48,13873,0,3,0,0
29,16107,0,0,1,2
33,16898,4,8,1,2
52,12841,1,7,0,0
23,15486,3,8,0,2
40,8637,4,9,1,2
47,12741,4,9,0,2
26,2586,1,7,1,0
33,10997,2,5,0,0
36,11370,2,6,1,0
50,1106,0,4,1,2
63,11192,3,1,1,2
57,14597,2,3,1,2
29,7668,1,4,1,0
21,11127,2,0,1,2
23,6078,3,8,0,2
47,5779,0,9,1,0
27,3025,3,4,1,0
31,6892,4,4,0,0
58,16162,3,8,0,2
59,18744,3,4,1,2
57,12894,0,6,1,0
32,12675,3,5,0,0
48,12469,3,2,0,1
47,9780,2,7,0,0
29,8749,2,1,1,0
45,12607,3,2,1,2
44,15795,0,6,0,0
38,8567,1,7,0,0
54,11534,3,9,0,2
50,9668,4,7,0,2
44,6067,1,0,1,2
52,6161,2,8,0,0
54,2036,4,4,1,2
45,9077,0,0,0,0
32,14392,1,5,0,1
54,13869,0,1,1,1
52,19720,1,4,1,2
64,1278,3,4,0,0
27,15332,1,0,1,2
39,16003,4,8,1,2
61,9010,4,5,0,0
43,6018,4,9,1,2
62,7463,3,4,1,0
21,13809,3,5,1,2
22,17312,2,8,0,1
56,13033,4,2,0,0
36,10526,0,9,1,0
43,13226,3,1,1,0
39,1876,0,9,1,2
38,12358,1,6,0,1
62,1321,1,5,1,2
25,19202,3,2,0,0
54,17839,3,5,0,1
60,10412,0,5,1,0
49,7794,3,9,1,2
38,14780,1,8,0,1
28,12932,0,4,0,0
51,14256,2,3,1,2
41,10553,2,3,1,0
27,5107,1,3,0,0
36,1928,1,0,1,2
63,6024,4,0,1,0
32,10815,1,7,1,2
28,8768,4,2,1,2
51,10374,4,4,0,0
29,5915,1,6,1,0
61,18788,2,6,1,1
58,7651,3,3,0,0
64,17000,2,7,0,1
61,8123,2,1,0,0
31,9149,1,4,1,2
30,12275,0,1,1,2
36,5631,0,5,0,0
41,4787,1,0,1,0
59,7894,3,9,0,2
53,16183,1,6,0,0
49,3319,0,2,0,0
59,9031,1,6,0,0
49,13606,2,3,1,0
37,14271,1,5,1,2
39,8970,1,1,0,0
43,2088,0,5,1,2
24,810,1,1,0,0
53,9664,1,1,1,0
49,16295,4,5,1,2
53,1050,4,5,1,2
44,17805,1,2,1,0
55,13680,0,0,0,0
62,657,0,4,0,0
46,7202,1,9,0,0
40,4799,2,7,0,0
25,19010,2,0,1,0
55,11318,1,9,1,2
60,6820,1,4,1,0
51,5921,1,5,0,0
59,11494,2,0,0,0
58,599,3,3,1,0
56,5519,0,7,1,0
43,3725,2,3,0,0
25,12592,3,1,0,0
21,13549,3,0,0,0
29,9607,2,9,0,0
39,3230,2,8,1,0
53,7727,3,0,1,2
41,16936,1,9,0,0
22,4471,2,8,0,0
30,3685,1,3,1,0
64,2674,2,6,0,0
64,16425,0,2,1,2
37,2837,1,2,1,0
56,11841,0,7,0,0
52,19981,1,2,0,0
61,13015,2,3,0,1
60,8540,2,3,0,0
48,4533,4,1,1,2
38,537,0,8,1,2
48,3533,4,6,0,2
35,19082,1,8,0,0
36,3300,3,5,1,2
47,889,3,1,1,0
46,16413,4,2,1,0
46,8662,0,3,0,0
37,7461,4,9,0,2
39,14490,0,2,0,0
21,10699,4,6,0,2
47,18334,3,1,1,2
46,9618,2,9,0,0
62,14401,1,6,0,0
43,17637,0,4,0,1
41,9540,4,3,1,0
23,6043,3,3,1,2
29,19501,4,2,1,1
35,4922,3,5,0,0
37,1266,4,8,1,2
36,11773,4,2,0,0
38,19744,2,7,0,1
54,2185,3,5,0,0
26,17063,1,7,0,0
35,16693,3,7,1,2
28,18614,3,0,1,0
34,8720,2,0,1,2
51,5468,3,9,0,2
23,10486,1,1,1,2
35,3277,3,5,1,2
22,16935,2,7,0,1
63,13434,1,5,1,2
52,9924,4,0,0,0
31,10559,0,0,0,0
29,14386,3,6,0,2
25,10701,1,8,0,0
41,16876,1,3,0,0
54,18530,0,5,1,1
46,19020,0,9,1,0
59,12591,0,8,1,0
36,14979,4,5,0,0
33,6565,4,6,0,2
42,1243,2,9,0,0
29,8301,0,7,1,2
63,17498,4,4,0,0
29,3103,3,6,1,2
42,11141,2,3,0,0
43,4250,4,9,0,2
23,8870,2,0,0,0
41,3295,1,2,0,0
41,14827,3,3,0,1
32,16300,2,2,1,0
26,15287,3,5,0,1
22,14245,3,7,1,2
21,5085,4,8,1,2
42,10841,1,5,1,0
24,2543,0,6,1,2
63,7800,2,5,0,0
31,10363,3,0,0,0
49,13535,4,7,1,2
50,2387,1,0,0,0
42,16351,3,5,1,0
59,9448,4,9,1,2
25,17684,4,7,1,2
31,10785,4,5,0,0
32,11166,4,3,0,0
26,14005,3,8,1,2
33,16487,1,8,0,0
34,3573,2,3,0,0
54,10470,3,1,1,0
34,1084,1,5,0,0
59,9753,3,6,0,2
54,16363,2,9,1,2
60,17375,3,8,0,2
25,6028,2,2,1,0
64,8034,3,2,1,2
48,11255,0,9,1,2
64,8220,3,3,0,0
36,3972,4,4,0,0
62,6445,4,3,1,0
46,8379,4,3,0,0
24,10614,1,5,1,2
39,18454,0,2,1,0
27,11124,3,4,1,2
62,8048,0,3,1,0
34,13378,1,1,0,0
30,15574,3,7,1,2
45,8894,2,8,1,0
39,10040,3,4,1,2
25,4747,3,2,1,0
56,17363,0,6,0,1
58,17403,3,5,1,0
53,3910,2,5,1,0
48,7247,2,5,0,0
38,5802,2,7,0,0
44,18497,2,0,0,1
43,1771,2,0,1,0
28,4543,1,0,1,0
24,6640,1,1,0,0
32,11421,0,9,0,0
40,5355,1,7,1,2
28,10963,1,6,1,2
25,15070,2,6,1,2
58,16658,4,0,0,1
37,2431,0,2,1,2
46,3207,1,7,0,0
44,2356,0,4,1,0
53,18243,4,5,1,2
53,13215,3,7,1,2
34,10862,1,0,1,0
58,15922,2,7,0,1
37,11929,3,6,1,2
57,5091,4,4,0,0
38,10448,2,4,0,0
25,14212,1,0,1,1
54,1202,3,2,1,0
22,12323,3,2,0,1
54,10193,3,8,1,2
22,1855,0,1,0,0
30,5639,3,2,0,0
47,9246,0,1,0,0
62,7182,4,2,0,0
38,6156,4,0,0,0
26,13157,2,2,0,1
31,8385,3,7,0,2
60,10205,0,7,1,2
52,16067,4,3,1,1
25,2317,1,7,0,0
37,7518,1,6,0,0
32,1924,3,9,1,2
28,18582,4,8,0,2
58,4120,2,2,0,0
48,16487,2,5,0,0
28,4222,2,7,1,0
49,6819,1,3,0,0
39,12361,2,5,1,2
23,16711,4,4,0,1
40,3967,1,3,1,2
29,4655,3,1,1,0
31,17693,3,0,0,1
59,6778,4,7,0,2
52,4590,3,8,0,2
26,14998,4,6,1,2
58,2277,3,2,1,2
46,17405,4,0,0,0
59,17577,3,6,0,2
53,17202,4,1,0,0
35,6258,4,5,1,2
44,2727,4,9,1,2
44,8795,2,0,0,0
52,7024,3,5,0,0
31,19201,4,9,0,2
35,12818,1,3,1,2
31,18915,0,8,0,1
34,15142,4,8,1,2
28,14440,3,4,1,2
22,2680,2,3,0,0
62,1844,3,6,1,2
24,1406,0,6,1,0
60,12070,2,4,0,1
21,4433,1,1,0,0
55,19787,1,7,0,0
35,3086,4,2,0,0
43,18964,2,1,0,0
33,13518,0,0,1,1
42,2567,1,4,1,2
40,1639,1,1,1,2
44,8221,4,3,1,2
38,7109,1,2,0,0
44,6652,1,4,0,0
57,10806,1,7,1,0
40,3029,0,4,1,0
36,3024,3,5,0,0
26,14048,2,1,1,2
36,19811,2,1,0,0
26,5840,1,9,1,0
29,18672,3,6,1,2
62,7224,0,0,0,0
24,7049,4,5,1,2
42,2261,2,0,1,0
57,8754,1,0,1,0
62,10210,2,3,1,0
27,13443,4,6,0,2
28,3584,0,6,0,0
37,4179,2,7,0,0
45,8925,2,1,0,0
63,1858,4,1,1,0
30,3295,2,5,0,0
28,12766,3,8,1,2
32,19100,3,7,0,2
59,11672,4,6,0,2
22,3327,1,0,0,0
37,19824,3,8,0,2
26,10676,1,9,1,2
27,14478,4,5,1,2
61,4341,4,3,1,0
21,11779,1,6,1,0
35,1989,2,6,0,0
61,12701,4,9,1,2
47,4445,0,1,0,0
24,18235,3,5,1,0
41,1568,4,7,1,2
63,13226,4,3,1,0
38,3218,0,8,0,0
44,13898,3,0,0,1
44,10122,3,1,0,0
50,19365,0,7,0,0
29,13210,3,1,1,1
57,7753,3,4,1,0
64,2203,4,2,0,0
27,12117,0,6,0,1
57,9099,4,0,0,0
56,1523,2,3,0,0
53,11834,1,9,1,0
37,4594,1,3,1,0
41,5067,3,5,1,2
57,674,4,9,1,2
27,7755,1,6,0,0
57,4756,4,7,0,2
61,1900,3,9,1,2
51,8968,0,6,0,0
36,4792,2,8,1,2
45,3116,4,5,1,0
23,9601,0,8,0,0
61,1733,0,6,0,0
36,19813,0,3,1,2
23,9683,2,5,1,2
55,19927,0,3,0,0
49,17686,4,3,1,0
48,19602,0,2,0,1
23,11083,0,4,1,0
54,8750,1,3,0,0
49,14537,3,6,0,2
55,2073,4,3,0,0
57,16883,1,4,0,1
30,6809,2,1,0,0
30,644,3,3,0,0
61,5135,3,3,1,2
44,5225,0,9,0,0
40,775,4,4,0,0
33,13537,4,0,1,0
49,2357,3,3,1,2
54,17010,2,7,0,1
21,9337,1,1,0,0
45,14505,4,1,0,0
64,7123,4,3,1,0
33,3073,2,3,1,2
33,4016,3,4,1,0
59,13094,1,0,0,0
23,14463,3,7,0,2
38,5716,0,2,0,0
41,7463,4,7,1,2
56,18928,2,5,1,2
26,17111,2,2,1,1
40,8554,0,4,0,0
27,5199,2,0,0,0
55,6376,0,7,1,0
48,10998,4,3,0,0
42,11552,3,3,1,2
38,4090,2,1,1,2
27,1783,4,3,0,0
61,10158,4,3,1,0
49,16050,0,2,0,0
35,3473,0,9,0,0
39,8462,1,2,0,0
52,3650,0,1,1,0
52,5221,2,5,1,0
41,12438,2,3,0,1
34,6080,2,4,1,0
50,5643,0,7,0,0
49,19915,4,0,1,1
47,3861,4,5,1,0
24,4191,2,0,1,2
41,18630,0,0,1,2
48,11229,1,0,0,0
62,1338,3,1,0,0
44,8786,3,3,1,0
36,11520,1,9,0,0
45,5437,4,9,1,2
28,11191,4,1,0,0
24,13146,2,9,1,2
50,5386,1,6,1,2
64,16341,2,5,1,1
58,9329,0,7,0,0
46,19287,2,4,1,0
22,2210,0,2,0,0
64,6822,0,5,0,0
40,14564,2,7,0,0
33,17950,2,6,0,0
60,4823,4,1,1,2
53,19614,2,9,1,2
53,4271,4,2,0,0
33,8614,4,8,1,2
64,6640,1,3,1,0
40,8774,4,0,1,2
44,18096,2,9,0,0
54,14784,2,5,1,1
50,16031,0,2,0,1
28,5452,1,0,1,2
34,18964,2,1,0,1
36,8992,1,1,1,0
62,13213,2,9,0,1
52,14105,0,1,0,0
37,13426,1,1,0,1
53,12235,3,8,0,2
53,9860,3,8,0,2
38,13128,4,2,1,2
38,18151,4,6,0,2
60,8100,4,5,0,0
45,10462,0,5,0,0
27,4011,3,3,0,0
52,7423,1,7,0,0
46,15554,1,8,1,2
43,12987,1,7,0,1
52,4617,2,9,1,2
60,11149,0,1,0,0
35,16333,2,6,1,2
39,2918,0,9,0,0
29,1707,2,5,1,0
49,8158,3,9,1,2
38,13302,0,3,1,2
36,6609,0,8,1,2
51,16510,4,9,1,2
38,17013,3,6,1,2
41,10884,1,7,1,0
40,7887,4,5,0,0
32,1313,1,3,1,2
26,16520,4,5,1,2
57,17958,0,9,0,0
25,9126,3,0,1,2
35,10571,0,2,1,2
50,15193,0,4,0,0
26,14059,2,3,0,0
49,3137,0,6,0,0
53,13610,2,3,1,0
50,18530,1,6,1,1
34,15138,0,1,0,0
21,9870,4,3,1,2
60,10701,4,6,0,2
35,5566,4,4,1,2
56,13384,0,7,0,0
29,5209,1,6,1,2
28,7166,1,3,0,0
55,5669,1,4,1,0
62,7038,2,9,1,0
58,7651,2,9,1,2
54,2118,2,0,0,0
31,14491,1,7,0,0
61,9099,4,4,0,0
50,19017,4,0,0,0
28,4027,1,6,0,0
26,13546,1,0,1,0
59,3994,2,3,0,0
33,11169,1,6,0,0
54,10072,4,8,0,2
27,9247,2,4,0,0
33,13266,0,8,1,2
33,16649,0,8,0,0
33,6676,0,4,0,0
50,17068,1,1,0,0
61,4104,1,6,1,0
61,6214,4,0,0,0
53,6558,4,8,0,2
29,19091,0,3,1,0
63,2812,4,7,1,2
44,8204,2,7,0,0
45,8776,1,4,0,0
51,16101,2,9,1,2
54,9975,2,7,0,0
62,19352,0,8,0,1
46,14936,4,0,1,2
47,14221,0,4,1,0
53,15181,0,9,0,1
32,3650,1,8,1,2
34,9256,0,4,1,2
48,11929,0,0,1,2
23,4565,1,2,1,2
35,2816,1,5,0,0
52,3147,0,6,0,0
63,15888,4,9,0,2
43,13309,4,0,0,0
38,5985,3,3,1,0
40,14875,2,2,1,1
51,14056,4,9,1,2
44,16421,1,1,0,0
22,18246,2,2,0,1
44,17703,0,2,0,0
38,4029,3,1,1,2
51,15500,0,6,0,0
59,8160,3,5,1,0
63,8360,3,5,1,2
47,13118,1,9,0,1
36,12242,3,4,1,0
40,8683,1,3,1,2
28,19989,1,3,1,2
62,3908,2,8,0,0
58,2389,1,5,0,0
58,1066,3,1,0,0
35,16377,1,6,1,2
